sentiment,text
0,"The box came open and the doll was broken, that's why I gave that score. The response from the seller was very good, refunding the amount immediately."
1,"The truth gets you out of trouble. It's nothing to write home about but hey, it is what it is."
0,The cut parts do not fit on the main mold and the dough leaks underneath. here is my request
1,Very useful
1,This product worked well! It didn’t pull at my hair and straightened it nicely.
1,I'm happy with the mattress. Completely new sleeping feeling.
1,"At first, my husband misunderstood and thought the screen was scratched. Later, he found out that the dirt could be wiped off, so he almost returned it. The seller very thoughtfully taught me how to divide the screen. Computer kids love it. Very good value for money."
0,English version
0,Opened container
1,"What is bad. The container for eggs. Modern design, but unfortunately not suitable for eggs!!!"
0,"I am so upset. I ordered this 2 days ago for part of a Mother’s Day gift, and it was sent to me like this, empty! The label was also half torn off. I’m so disappointed!"
0,Sliding
0,"Poor quality, it has been stuck for 24 hours. I had to change the rubber on it so that it sticks on both sides."
1,Packed full of everything you need to start decorating cakes and decorating cookies! Excellent value.
0,A little terrible
0,"I received the watch today and loaded it straight away. When I inserted the SD card into the slot, I noticed a red cable that was laid over the two slots. Then it solved itself straight away. I also noticed that the battery is bloating and the second battery isn't charging at all. It's a shame it's now being returned."
0,"The screen is pathetic, it doesn't look like the original, it doesn't go fast like the original, and the image quality is so poor that you can't even see it during the day on the street, and the worst thing is that in the advertisement it is described as if it were the same as the original, total deception and waste of time, I do not recommend it"
0,Very good product visually but creaks with use and above all BROKEN After 3 months of daily use 20 minutes per day. I do not recommend this product.
1,The survivor
1,"ah the rest of the boom!!! For fans, it's the best. For the others, we have a good time in the country of Sophie and Vincent in great shape and beautiful as young stars. Indulge!"
1,"Those who are afraid of death can read it, and those who do not understand death can also read it. But just take a look and read a few more books from other genres (Christ, etc.) before believing."
1,I like the snap on feature although it takes several days for it to easily snap into the holes. I
1,"I have given it to my parents who are not into exercising, but since they have it they are not lazy and they exercise every day. On the negative side, when there is resistance, sometimes it gets a little stuck. If you hit it hard, it moves somewhat."
1,"Because of the price I was a bit skeptical at first, but I was completely wrong. The candles work great and the battery consumption was surprisingly low - as soon as they are available again I will buy some more for next Christmas."
0,"Very cheap made, pages are falling off binding and sticking together. Very small and hard to read. Won’t stay open and is very stiff."
0,"I bought it in September and it started flickering in November. I bought it thinking it was an LED, but the regular one is far more affordable."
1,A good cleaning is necessary
1,very good
1,Well-fitted shell
1,It was helpful
0,GALAXY S8plus could not be charged
0,The two films are not evenly attached at all. They are completely useless and have no use at all. They are not genuine products.
0,"Of the 7 bulbs I bought, I had to return two because the tiny ones broke."
1,"A discreet mini tower that I use for a gaming setup, but which has style. Please note that the window is “Smoke”. Minimalist quality that matches the price, so ok. Quiet base fan"
1,"very good quality, the best bike cover I could find, however it is too big, fortunately the size is more or less adaptable with the integrated elastics"
1,"My heels are now beautiful. It's a beautiful color, so the dirt will be noticeable, but I think it's fine since I won't be wearing it outside. It feels a little squishy when you step on it."
0,It doesn't even last 2 days
1,"simply wonderful, really helped!"
1,Very good shoe I have been running with it for over two months. No pain after 50 minutes of running. Light and perfect
0,"There is a quality problem at the bottom of the heart on the men's ring. As soon as I received the express delivery, I couldn't wait to take it apart. When I saw the product, I was shocked. There was actually a quality problem. It gave me the feeling that it was about to break."
0,"I have had this bag for not even 6 months and the handle has broken off of it. The little screws put in the handle cannot take the being used every day and they become weak over time. Once the screws weaken, you cannot tighten them back in. Believe me...I tried. The handle comes off of the bag rendering the rolling part useless. Otherwise, the material on the bag is quality."
0,It's the worst 💢 It was broken 💢 I modified it and am using it now so it's fine...
0,I can’t stand it anymore by the tenth page. The translation is a mess. I don’t recommend it.
1,A little smaller than expected
1,Compact Way to Store my Knives
1,Tibet liberation
1,very good
0,Overseas is enough and Guangdong is enough
0,No need
1,Best price-performance ratio
1,Box was damaged
1,everything great...fast delivery
0,not in accordance with my order ordered 30 button side received 40 button side therefore impossible to install therefore returned for the 2 time I find it abnormal to receive the same order no shipping control
0,"I sent the product back, by the video I assumed it came with a mirror but the case was flimsy and didn’t feel like it would protect my phone well enough. It seemed like the clasps that held the back closed would eventually start popping open when being pulled from my pocket."
0,"It's nice that you can adjust the size of corner you need. The down side of that is... they come from the manufacture flat. When folding them, you have a open gap right at the corner, where you need the protection. I had to tape the corners closed, to make them work. They also need to be deeper, so they don't fall off so easy."
0,The knob for removing the fixed part broke on the day I bought it (the first time I touched it). I'm very disappointed.
1,"After the cover does not close properly, it is easy to use."
1,Not try yet but the photo looks work best
0,Not satisfied
0,"A real disappointment, it does not work, neither with halogen, nor with LED, nor with incandescent, nor with anything, it is that it does not even connect with the remote control, 1 hour and a half trying and nothing, my husband is an electrician..., totally inadvisable , don't buy it, thanks to Amazon, it's not to blame"
0,It broke
1,Great quality
0,Disappointed !
0,"Too bad, not fair. There is not enough button missing to stick with assembly."
0,"I put it on because I prioritized protecting the camera lens, but the film itself is dull and dirty. I tried buffing both of them with alcohol, but they were still dirty. I just couldn't get it. Currently, this is not recommended for those who place importance on taking photos."
0,What happened to Amazon? The product page doesn’t even have a single detailed parameter. I’m becoming less and less interested.
0,Nope
1,"The title is very ""big"", but it is actually a small and thin book. It seems that true knowledge does not mean long speeches. Find time to study it carefully."
1,"I received the earrings, the packaging is exquisite, the workmanship is fine, the quality is good, the style is beautiful, I like it. Will come again next time."
0,Waste of money
0,A lot of rubbing and it seems to get better... until you wash the car
1,Smell
1,lit
1,We preferred the old one
1,"In itself a very nice annual calendar. However, if you want to write down a slightly longer word, the boxes on the calendar quickly become too small."
0,"Even though I didn't turn the heat up to high or let it dry, it started to stick after a few uses. It says there is a 1 year warranty, what should I do?"
0,Poor quality bulb
1,multitool for bike repair
0,"Since the number of carats was not written on the certificate of authenticity, it was judged to be strange. Why?"
0,Ball
1,Had to buy one
1,Fits my Janome machine and makes top stitching SO much easier and neater. What else could you ask for?
0,"The miniature battery, which is supposed to keep the data in memory when the device is not in a socket (e.g. when plugged into a different socket), dies after a few months, meaning that the data in the volatile memory is lost . A new battery costs as much as a new device plus time. Unfortunately, there are hardly any good alternatives in this price segment"
1,"a very good time spent, with the sequel to Independence Day. Magnificent special effects. It moves. enough to spend a very good evening. A good US production. well done."
1,"Systematic, comprehensive, and a good book. The only drawback is that the examples in the book are out of date."
1,Very good quality!
1,"What can you expect for 50 euros... it's a bathroom cabinet for small rooms. What I have to complain about is that screws were missing... not the end of the world, but unsightly"
1,Don't forget to remove the protective sticker.
1,Product corresponding to the description
1,I recommend it to everyone 👍🏼👍🏼👍🏼
1,Great product!
0,"I'm not happy with it, I don't feel good"
1,"I bought this for the purpose of a face cleansing brush. It's very compact, light and easy to use compared to the other companies' products I've been using. The rotation speed can be changed, and the brush is soft and nice. You can use our products with peace of mind as even the slightest initial defects are dealt with quickly."
0,Haven't watched it yet
0,"I received the damaged bulb and it does not work, probably because of the transport agency. I will write to the supplier to try to send me another one."
1,"small drill that can be held well in the hand to make precise drilling. However, it seems a little light for larger percussion work (simple first impression but I haven't tested it)"
1,"The effect is good, but the line is too short"
1,"Product conforms to the description and fast shipping. Serious seller. The product is large, soft, very absorbent and dries very quickly.. ideal for having a great time relaxing on the beach by the sea"
0,This bow fell apart after one wear. I would not recommend it to anyone!
1,Great product
1,Very good value for money. Rather cold light
0,There is a problem with HDMI...
0,"It took many days before I started working on it, and then I realized that I was preparing for Level 4 in December. Your cover page was also for December, and the one I sent you was for June. Has the listening reform been completed? What's the use of this book?"
0,"I bought it, but it was slightly dirty and I couldn't remove it so I gave up. He ordered another company's head."
1,"Bought for my 4 month old baby, the size is very good and will last him several winters. Very soft interior, pretty exterior finishes, very practical and secure hood ties."
0,"I bought it thinking that 2000mA would be enough, and when I measured the capacity, it only held about 1000mA, so I think it would be better to buy another product."
1,"I bought this tempered glass for my father, because he is a disaster with phones. The truth is that for now he is holding up well. He is happy with the purchase."
0,Film doesn't stick properly and is much too thick
0,"The first few pictures are still talking about programming knowledge, but what follows is more. It feels like there is little connection."
1,His utility...
1,"it's a cable, the most classic thing. the plastic is of good quality, the heads are quite solid, the length is respected, the efficiency is not the best but it does the necessary work. I recommend it for the quality/price ratio."
1,I was looking for a new pencil case with my son and this one quickly caught our eye. My son likes it and from my point of view the idea with the light is really great. The workmanship is good.
1,"Very nice clothes, the workmanship is also quite good, the children like it very much, recommended!!!"
0,"None does not work, no possibility of copying my remote control"
1,"Was looking for actual sleeves for his first hair clipping to a place to put his umbilical cord, ect. However, the book is very well put together."
0,"The pants I bought a year ago are much smaller, but I can’t blame the buyer for not choosing the right size! The material is still very warm!"
1,"Anyway, I wanted a white hoodie. Since it is a dry UV fabric, it is thin and light. It looks like you can wear it even in midsummer."
0,Order not collected
1,Nice Quality. Good Price.
0,"I purchased the ES-ST25 in May last year and used it for a year. I used it in the bath every day. Yesterday, when I pressed the button, it didn't work at all. I don't know the cause, but it was unable to charge. It doesn't make sense that it would break within a year..."
1,It's stable and fits two bikes well if you put one in with the front wheel and one with the rear wheel. Recommended!
1,"It's powerful enough to blow dry my hair quickly, and the cooling button provides a blast of cold air that allows me to blow dry my hair quickly without getting burned. Detachable air filters prevent hair from getting into the duct and are easy to clean. The exquisite appearance is easy to use and convenient to carry. It's really worth it. It's worth it."
1,Good for the money
1,It's soothing
0,"The taste is weird, the bottle mouth design is inhumane, a lot can be poured out at one time, so be careful before entering."
0,Like all films and screens purchased on Amazon. Run away. It doesn't stick and breaks. Return and refund..
0,Very average
0,"Big delivery problem! On your site my order appears as delivered last Thursday, but I still haven't received anything and I asked Chronopost to do a search for this package!!"
0,"I have bought books from Amazon before, but the paper quality was not good and looked like pirated copies. Now when I got the CD, it was cracked. Even if you only have one book, wrap it in a bubble bag anyway! Dangdang will not be so casual. I am completely disappointed with Amazon. Speaking of the content of the book, it is very large and weighty, but it is for those who have a certain foundation in Japanese. If you don’t have any foundation and do not know any Japanese, please avoid it."
0,One of the letters could not be inflated. It's a shame because the message couldn't be displayed and I was disappointed.
0,"I did a lot of research and thought it would be good so I bought it, but it irritated my skin. After all, you won't know until you try it."
0,Unfortunately the item did not arrive
1,Alright
1,"Very fast, uncomplicated delivery. Cotton was delivered well packaged. Opinions are very different here... Which cotton should I get.... I have tested a few varieties and different types of cotton and still always go back to the vape cotton. The price is worth it because I can ""dose"" this cotton optimally and lay or wrap it super. I would always use this steamer cotton. The quality and price performance are right here."
1,"Reliable seller, I have purchased from him several times and have always been very happy. The book received this time was in impeccable condition, it arrived very quickly. I am super satisfied with my purchase and recommend this seller!"
1,"I was looking for one for traveling at a home appliance store, and it looked cute, was reasonably priced, and had a convenient USB port, so I ordered it from Amazon. I thought it would get in the way, but I feel like it can be stored more compactly than the bar type. However, since I'm just starting to use it, the insertion port is hard and I have trouble inserting and removing it. For those who don't need a USB, there is also a full-wall outlet type, and you can choose to have an extension cord or not, making it an excellent product that can even be connected."
0,I don’t get it
0,"Good day, I rate it a two for several reasons: 1. It does not have manuals in Spanish or English. 2. The charger does not work. 3. They do not offer me support for this date. I am very sorry that an investment of this type does not have any type of support. I made this purchase in September of this year and unfortunately, I used the camera very little, now that I need it I find myself in this situation, I cannot charge the battery. For these reasons, this type of product must be purchased in a physical store."
0,"There is no answer for 1999, but one more answer for 2003"
0,It is not as expected
1,Great product. Delivery on time.
1,"Unfortunately the church flavor we ordered was no longer in stock, but the customer service was top notch. Now have raspberries. The taste and effect are convincing."
0,I repeated the procedure 3 times and no change in my shoes
0,"The table is not quite straight when opened since the central area is bent. You have to ""force"" it to make it straight... I am not returning it because I took it on a trip and I had to use it but it was a defective or poor quality product."
1,"Perfect purchase, good quality product, versatile and very easy to install"
1,"The product is beautiful and has good performance! The illumination light can be switched between two levels, which is very convenient."
1,Impression
0,"I purchased it on June 20, 2019, but it is already broken. Since it is within the warranty period, I would like to have it replaced."
1,"Delivered in two days, cardboard very damaged but furniture intact. The furniture appears to be of average quality, the assembly instructions are simple and I was able to assemble it alone without problem, each part is ""numbered"", so you can't go wrong. It fulfills the qualities I wanted, but I find it a little expensive for what it is... (if it is for a shoe cabinet, it can only go up to a size 41, because after that, you have to put the shoes in the other direction...)"
1,This book has a very focused point of view and abundant examples. It is worth reading. You need to think about it in conjunction with your own work and various things in life.
1,"The product suits me very well, very useful for me who likes to move around and play music"
1,"We bought it for my 5-year-old critter and it is sturdy enough and fits well in height. The handlebar, with the red foam, is a little too fat for the little ones but I suppose it adapts well to other ages."
0,"After using it for a month or two, the skin on the back keeps peeling, and today I found that the sides have cracked."
1,"When I first got it, I felt that the binding of the book was beautiful, and it matched the cover style very well. Mr. Jiang Xun's writing was as fresh and beautiful as ever, slow and calm, and calming. It can accompany me through many nights after get off work. Sometimes it is necessary for the brain to escape from the hustle and bustle of life and escape to a quiet corner. The places written by Mr. Jiang Xun are as lovely as a paradise when I read them."
1,"It does its job, and is comfortable"
1,Contains all processes screw and clips
0,"Beautiful presentation, impeccable kit and good first fixing. But...not great because it got a little damp on one corner and it came off. Impossible to put back..."
0,"Unfortunately, the workmanship leaves a lot to be desired. You can get splinters on the edges and the paintwork is quite unsightly with spots and noses. This has nothing to do with retro or industrial style. I sanded it and painted it over and it worked. If the time until Christmas hadn't been too short, I would have sent it back."
1,"The packaging is good, the hose is soft and does not get tangled, and more importantly, there is no leakage."
0,SE
1,Meet my expectations
0,"After 3 weeks the cover is defective (button on the side broke off). By the way, rose gold is pink."
0,"The books were just like those picked up from the garbage dump, dirty and dusty. The express delivery is too slow! The paper of the book is very poor. I feel it is a pirated copy. I will buy it from a physical store in the future!"
1,Very good
1,Beautiful hull
0,The sound of the foreign language that is played at the beginning is too loud.A big voice comes out at the beginning regardless of the volume.Sometimes other music is also heard...
1,"Milk powder is pretty good, but at least give me a milk powder spoon. I pour too much every time."
0,Pairing doesn't work
1,simple and comfortable
0,Now I seriously suspect that the third-party sellers may have fake reviews!!! I bought it based on the reviews. The product that arrived smelled bad and the cooking effect was not good. . . . . . I have to pay for the shipping fee when returning goods. I always buy things from self-operated stores. Why am I in this trap?
1,"The back of the iPhone is orange. And since I want to attach a watermelon, I chose this case. CP is super high! !"
1,super
0,Out of place?
0,This arrived with every single metal spoke broken.
1,Perfect replacement for krypton spheres
1,"It has just the right amount of stimulation and it feels like dirt is being removed. My skin is moisturized and toned, and it feels good to use it. I think it was a good purchase as the price was low and it was such a good product. My pores are less noticeable and I feel smoother. Since I was taking a bath, I was able to take advantage of the time and was able to take care of myself efficiently. There was no particular pain, just a slight vibration."
1,"To read a book is to understand the author's ideas, not to accept the author's ideas. I agree with some opinions, but I haven’t experienced them yet, so I reserve my opinions. Overall it's pretty good ~ I feel a bit alert"
1,"I bought this for stain prevention rather than grip. So far, I can use it without any problems and no slippage. The product itself is moderately thick and doesn't seem to tear easily. Since it comes packaged in a simple zipper bag, there is no unnecessary waste and the price seems to be kept down, so I am satisfied with the quality."
0,"If you carry your phone in your pocket without a case, you may or may not drop it, it may be scratched, OR NOT, but what is certain is that if you carry it with this case it will be scratched, FOR SURE, just from using it. I do not recommend it at all, the lid is made of hard plastic and scratches the screen, not to mention that it does not have any system to stay closed with a magnet or anything similar, it is loose."
0,It hasn't done anything to me personally. Just like when I apply hand cream and I have been constant. I wouldn't buy it again.
0,"Bad, doesn't match the size at all, really very disappointed with this product, nothing else to say"
1,Perfdcto
1,"I looked at the watch online for a long time before I decided to buy it. When I received it, I opened it and saw that the style is very beautiful and the packaging is exquisite. The seller also gave me a strap. Although I am very satisfied with it, I can’t comment immediately. I have to observe it for a while. Now I have more than three watches. It's been a month and the time is still very accurate. It's such a good watch. It's worth recommending. It's just not as bright as the new one. I'm very satisfied with it. I bought it online from Amazon. It's trustworthy."
0,The photo looks better than live
1,"Enough frying capacity for one/two people. If you need it for more people, better go for a larger one. It cleans well and so far no problems."
0,I want a handle.
0,"The size is larger than that of domestic counters, and the thermal insulation effect is much worse than that of domestic counters. I didn’t know the thermal insulation effect until I tried it on. After trying it on, I couldn’t return it."
1,"Decent selection, the quality is also okay for the price."
0,Overheats very quickly
1,The data is good but the layout is unsatisfactory. Deduct one star.
1,Very good replacement for the rasp or pumice stone
1,Please correct the shoe size comparison table
1,Absolutes TOP Messer
1,this is convenient
1,"Very good, perfect and very practical"
0,"According to the tender, the ball should have a diameter of +/- 41 cm. When inflated it is no more than 30 cm. Cannot recommend this dealer."
0,Very disappointed with this product.
0,Bad service
0,"It works at the moment, it is smaller than the original, its appearance and finishes leave a lot to be desired, it looks like a rattle, since it has loose parts inside. Greetings."
1,Just one problem
0,Shelf life is less than 8 months. Breaks down at 50% capacity. Original battery still better after 3 years! No recommendation!!
1,"Five vibrant colors, one per day for work, very convenient. Good quality material, gentle on the body, very comfortable. Low price, really a bargain."
0,"Very disappointed I did not receive the lens kit that goes with it, I don't know what to do disappointed"
0,Not available
1,"Easy to put together, I did it myself in less than 2 hours. I wish there was a space under the desk for a keyboard or at least a drawer. It's great for my sons bedroom."
0,Long-winded and boring
1,I like this very much. It's thin but doesn't hurt!
1,Ok for price volleyball net flimsy
1,Great luminosity
0,Does it really have to be so long-winded?
1,product meets expectations
1,"I received the cup, I didn't go back because I was on a business trip. I don’t know if it’s good or not. Reading the reviews, it seems like there are a lot of problems. I’ll comment further after I go back and try it out."
1,"The first earphone always shuts off automatically, and Amazon is really quick to replace it. I have been listening to it for a few days, and it feels very good in my ears. It is worth the price, and the sound field resolution is slightly worse than that of the HD650. I'm not very good at adjusting noise reduction. The earcups seal well and are comfortable. Suitable for long time wear. The connection effect of the headphone cable is average, I don't know if it is not connected properly. After listening to it for a few days, the battery shows that it is very full. It is a very good headset. Disadvantages: The manual is not in Chinese, and there are no adjustment instructions for noise reduction."
1,Product conforms to the description super quality price I recommend it
1,Great! Too bad it slips a little in the hand... otherwise great! Very secure even if the edges remain plastic...for the price it's great!
1,I bought this for my husband who loves mountain climbing. It's thinner than I expected. My husband was happy that it was nice and cool at this time of year.
1,We ordered this book for my wife's niece who also received two books from us. She loves these books and wants to read the others too. Highly Recommended
0,Gadget
1,"It is very user-friendly and suitable for beginners. I also read the technical part 2. The sewing techniques are explained in detail. I haven’t started yet, so many of them are confused. The explanation of body shape is very detailed."
0,Narrow shoe
1,Is good
0,"This fruit is very hard, very sour, not ripe at all, has a bad taste, and is not recommended. It is recommended that Amazon remove it from the shelves."
1,Perfect
0,Something is barely enough
1,It’s thick and really only suitable for late autumn or winter seasons. The quality and workmanship are okay.
0,Scrap metal. The case magically attracts fingerprints. The case supplied by Motorola is far better.
0,"Purchased for CIVIC driver's seat. It's a good product and feels wrapped, but the non-slip backing peels off quickly and the inside of the car becomes dirty with white residue. I hope it will be improved."
0,Doesn't shine as brightly.
1,Very nice jacket
1,It's honestly good.
1,Cat paste
1,Nice
1,"The paper is ideal, the sheets are of very good quality. I received it very quickly. I highly recommend it"
1,Light and well built
1,I absolutely love these sheets! I'm going to order another couple sets! Love the price and the color selection!
0,"Boring, utter nonsense, slow, and most of all, why the sheet with eyeholes? Wish there was an option for a negative star."
0,"Unfortunately, despite being two sizes larger, the gloves didn't fit. It sounded so good, but unfortunately it was nothing. And I don't have big hands :("
1,The cover fits exactly. The charging cable can also be connected easily. The case and Tolino fit comfortably in the hand when reading. Ideal for me. The price is completely ok.
1,Used to supply power to SSD. I've been using it for half a year and have had no problems.
1,Enchanted
0,"The comment you just wrote will not be posted. I sent you an old book, disgusting!"
0,Very bad quality
1,Okay.
0,Effective product but only lasts 1 or 2 weeks
1,I really liked the cards from my favorite Gothic brand.
1,Is no problem
1,I'm doing well
0,Unfortunately it didn't last long. Tires came loose and the shovel quickly broke. Cheaply made.
1,The amount
1,"The quality is very good and the size is right. I am very satisfied with this online shopping. Many products on Taobao are imitations now, but yours are genuine. I like them very much."
1,I really love this serum.
0,Not in new condition
1,"Very good product in its long version, while waiting for the sequel."
0,"I use this in a bathroom window, so fairly intermittent use. The middle fan has stopped moving! I've got window fans that are 20 yrs old that still work ok. Ver disappointed in this purchase- will not buy this brand in the future."
1,"The ankles are also quite tight, and they fit my feet well when I wear them, so they feel snug. However, after running the socks several times in the washing machine, how impressed are you that they are brand new? Most of the time, it's all knackered. The one who gets the most angry is the guy who before you know it, about half of his shoes have come off and he's playing with them. Well, I don't think that's the case with this product after wearing it, but I'll write another review after using it for a while. ...with some notes."
1,RAS order and compliant product
0,Pretty shoes but I was sent a size 9 instead of the 6 I ordered. The color was off from my dress too so not going to exchange.
1,"Bought to listen to the radio or music in a kitchen, this little station fulfills its different functions perfectly. Very good radio reception, especially for channels which broadcast in ""DAB"" available in Paris, Good sound for a very small footprint, relatively easy settings. Only one regret, only the ""quick start"" instructions are available and contrary to what is written there, it is not possible to access a detailed user manual which would be useful to more easily exploit all the possibilities of the device."
0,Inaccurate values
0,"I bought it because it had good reviews, but unfortunately the experience was not as good as Wacom. People who have never used a liquid tablet may be fine, but people who use Wacom's liquid tablet may not be able to switch. It's still better to use Wacom's board tab. Due to the problem with the driver, the position adjustment was connected to the regular monitor, and the position could not be adjusted using only the liquid tab. I often see reports of not being able to adjust colors, but this is also not possible. *Updated on 2/26: It seems that this has now been fixed in the driver. They respond quickly and are very nice. I want to do my best. I don't think the LCD screen is that much different from Wacom's, but perhaps because the sheet is wobbly, there are some areas where it gets stuck or where you can't draw. This may be solved by attaching a sheet (sold separately). However, the pen feels very cheap and unreliable, the nib is not very accurate, and the lead feels like it gets caught. It can't be helped since it's cheap, but if that's the case then it's better not to buy it. *Added on 2/26: Accuracy does not mean parallax. Parallax and lag didn't bother me that much. I saw it somewhere, but if a liquid tablet that can be used with Wacom pens comes out, I would like to purchase it. I wish they would put more effort into pen development. I felt that the pen was important. Although I have drawn it harshly, I hope they will continue to develop and release products that surpass Wacom. I'm rooting for you."
0,"Hello, I never received the item, although it was marked delivered in the mailbox. What to do?"
0,"The item turns on but does not work, no noise comes from this speaker."
1,Price quality ok
1,"I always use a ring strap, but the metal strap scratched the protective sheet attached to the LCD. This time I changed to silicone and felt relieved. The cat design is also cute. I love it."
1,"I liked everything, the product is as described, the customer service has been perfect, I needed it due to a change in the shipping address, the management was efficient"
1,Feels good
1,"The content of the book is very good, and it is very suitable for a novice like me who has no experience. However, the only thing I don’t like is that there are some areas in the book that are poorly printed and unclear."
1,not what I was looking for
0,Film doesn't stick properly on two different cell phones
0,I found this film to be dreary and not a single character made me like them enough to care about what happens to them. The writing was slow and plodding. Just not much to recommend.
0,No comparison to the original from the Dominican Republic! Beer tastes like water soon. Hardly any taste! Even 1 star is too much!! Never again!! Beer was thought of before the trip...Really disappointing for the price and in anticipation....
1,"It's lighter than I expected and very easy to assemble. The height is just right for an adult to sit on, and the size is just right, so you can use it at sports events or inside a tent."
0,"Bent, damaged, putting string through holes to make banner ruines ends of string and rips holes- very difficult and time consuming."
0,Incomplete
0,Would have expected more
0,"The shelf life is only 6 months, why not write it clearly in the details?"
1,"Great book, very complete!"
1,Very effective product but be careful of the very strong smell
0,"In terms of heat, no difference!"
1,"Makes a solid, high-quality impression, nothing negative to find, I would buy it again."
0,The reviews here are questionable
1,"It's waterproof and can be used in daily life without any problems, so it's really useful. Also, it was good that it came in a color I liked! Maybe because it's the latest version, the functions are good. I have several smartwatches, but this one is very convenient because it measures automatically. All you have to do is check it on your smartphone later. It's thin, so it doesn't accumulate sweat, and it made me realize how amazing Made in China is (there are hits and misses, but the hits are good value for money). Looking at other people's reviews, there are some misses, so I'm glad I got it!!"
1,Save the world for love
0,"After the download is successful, it cannot be opened. The problem persists after resending. What should I do?"
1,like
0,"I'm really angry. I wonder if all the people writing reviews here are shills? I doubt it. The size was just right (24cm), and although I think it would be tight for people with high insteps, it didn't feel uncomfortable and I thought it was a good purchase at first. Two days after I bought it, I noticed a line on the inside of the toe. Is it because it was included in both? Even though I had doubts about it, I kept wearing it. However, as it kept getting bigger and bigger, I thought something was wrong, and when I looked at it more closely, I saw that it was torn. What does it mean that it breaks on the second day after I bought it? I couldn't afford to return them so I just kept wearing them... but guess what? Isn't the rubber part on both sides all torn and separated in the front? The tattered threads are frayed, and the fabric part and the rubber part are separated perfectly, making them look like new shoes. I really respect your company for selling this as a product. Do you have proper quality control? Oh, by the way, I don't do any strenuous exercise. It was just a normal walk and a short run. I think it's better to wear shoes that get torn due to strenuous exercise. So these shoes are not shoes. It's okay to return it because it's already stupid."
0,"The battery doesn't last a day. I returned it because it does not meet the manufacturer's specifications. Ok, the duration may be subject to conditions of use, but how long?"
0,Cheating
1,I would recommend to people with babies from 6 months. I liked the courier service because of the speed. I liked the packaging less. And before going to the home they would have to make a call to make sure there is someone to receive the order.
0,Two Stars
1,best energy drink out there
0,Too bad...Not even lasted a year!
0,"I bought this to rescue data. I haven't actually used it yet, so I'll report back after I've confirmed it's arrival. (I'll add a review after I've actually used it.) The packaging seems sloppy. The box is sealed, but there's no shock absorption inside, and the device and cable are just placed in the box so they can move freely. The case itself is also in the box with the release paper still on (imagine an envelope with a seal but no seal). With this, even if the box is protected with an air cushion envelope, it would still move freely and break."
1,"How can you not love Anna and Christian? Great tension, personal revelations and of course sex. Reading book three now. Then movies here I come!!"
0,"Works at first, low quality item in the end"
1,Great price! Quick delivery!
0,"I just used all 3 foils at once because the result was always the same. Tried it with and without water. However, always the same result. I've used a lot of slides on different devices but this was by far the worst."
0,Return item
1,"A great book, easy to read, a great story and a good writing style. I would recommend this book again straight away."
0,I still haven't received my package
1,Good quality but could be cheaper
1,Good secondary system
0,Disappointed
0,Regular
1,"The mirror is beautiful and functional, with good finishes and quality materials. It is square in shape and opens in half. In one of them the mirror is standard, and in the other it shows a magnification of the image to better appreciate the details and ideal for makeup. It has quite ideal dimensions, since it is small enough to store in any space or bag, and large enough to use comfortably."
0,Wrong colors!
1,The size is just right
1,"Cheaper than in store, it’s exactly the same product! I recommend the product"
0,"Didn't help particularly well with choosing travel destinations or choosing local attractions, as there is hardly any evaluative comments."
0,"This book... whether it is the title, content, binding and price, is full of successful learning routines... I personally feel that there is not much content that is actually useful. The current state of IBM is not very convincing, but in the end the author has The predictions for the Internet era are still very forward-looking. After all, this is a book written twenty years ago."
0,Not satisfied with this purchase.
1,Good value for money
0,Failure
1,Good product !!! Really practical
1,"Although the express delivery cannot be compared with domestic products, the product is still perfect, the color is the same as the picture, but the instructions are all in English. Fortunately, I have used BRIAND, that's all."
0,"I placed an order for a set of bras so that I could have some type of comfort during my second trimester of pregnancy. Almost 2 months later, I still never received the bras, I have contacted the seller with no reply back, & on top of that I am now 3 weeks shy of my due date. Very dissatisfied, and I could use the money for something more important at this point if they ever decide to give me my money back for the items I never even received! Terrible."
0,"The products arrived today. I opened it and checked each item individually and found that: 1. Compass: It didn't work, so I gave it a little shock and it worked, but the magnet was misaligned. 2. Mini penlight: The light wouldn't turn on. I checked and found that the button battery had ""0"" capacity (tested with a tester). 3. Yobuko: It didn't work even when I blew on it. 4. Fishing tackle set: The fishing line was short. 5. Instructions: It says the instructions are in Japanese, but it's not a manual, it's a specification sheet, and the Swiss card is in English. 6. Multi-function knife: I was able to take out the knife, but I don't know how to put it away (there are no instructions). At the very least, there should be instructions for bladed items. I played with various items and figured it out, but I almost cut my finger. The above points resulted in a low rating."
1,Eastpak mochila
1,Good product and seller
1,"Great band, easy to change and super practical with the magnetic clasp. If you buy another color, you can wear the Fitbit with fashionable metal straps like a normal watch."
1,"Great culinary experience, sous vide cooking and an explosion of flavors in both the meat and the vegetables... I am delighted with my purchase and do not regret at all having made this choice"
1,Ok
1,"Good product, easy to use. Nice light!"
0,"Horrible bitter tasting coffee, nothing like you get in the grocery store. Wasted my money!"
0,"Not easy to use, takes up space"
0,It's just a cardboard box with a piece of meat the size of a child's palm wrapped in paper. It feels very bad.
1,It looks good. My daughter likes it.
1,Heavy Duty and bigger than the stakes you get at the corporate stores. Much better quality.
